               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 135,            0.020738,            0.027928,                   0,             0.95097,             0.93319,             0.97414,             0.69132,              0.0248,            0.030888,                   0,              0.0034,              0.0034,              0.0034
                 136,            0.020765,            0.028808,                   0,             0.94594,              0.9411,             0.97179,             0.69053,            0.024716,            0.031193,                   0,           0.0033507,           0.0033507,           0.0033507
                 137,            0.020756,            0.028182,                   0,              0.9455,             0.94604,             0.97445,              0.6923,            0.024558,            0.030981,                   0,           0.0033015,           0.0033015,           0.0033015
                 138,            0.020563,            0.027749,                   0,             0.94298,             0.94441,             0.97227,             0.69377,            0.024813,             0.03104,                   0,           0.0032522,           0.0032522,           0.0032522
                 139,            0.020624,             0.02844,                   0,             0.94982,             0.93165,             0.97113,              0.6987,            0.024505,            0.030795,                   0,            0.003203,            0.003203,            0.003203
                 140,            0.020667,            0.027654,                   0,              0.9566,             0.93154,             0.97096,             0.69594,            0.024631,            0.031304,                   0,           0.0031537,           0.0031537,           0.0031537
                 141,            0.020654,            0.027244,                   0,             0.93657,             0.94919,             0.97096,             0.69099,            0.024783,            0.031275,                   0,           0.0031045,           0.0031045,           0.0031045
                 142,            0.020244,            0.028098,                   0,              0.9495,             0.93843,             0.97352,             0.69904,            0.024208,            0.030689,                   0,           0.0030552,           0.0030552,           0.0030552
                 143,            0.020338,             0.02807,                   0,             0.94643,              0.9366,              0.9728,             0.70064,            0.024362,            0.031226,                   0,            0.003006,            0.003006,            0.003006
                 144,            0.020434,            0.027657,                   0,             0.95071,              0.9357,             0.97091,             0.69739,            0.024423,            0.031008,                   0,           0.0029567,           0.0029567,           0.0029567
                 145,            0.019856,            0.027734,                   0,             0.94332,             0.94155,             0.97087,             0.69593,            0.024457,            0.031173,                   0,           0.0029075,           0.0029075,           0.0029075
