                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
165,0.59666,0.30125,0.96351,0.95696,0.92941,0.97279,0.75179,0.96645,0.43289,1.4032,0.0019315,0.0019315,0.0019315
166,0.59405,0.29676,0.96001,0.94737,0.93885,0.97311,0.75398,0.95892,0.42654,1.3962,0.001882,0.001882,0.001882
167,0.59567,0.29899,0.95945,0.9497,0.93381,0.97376,0.75452,0.95717,0.42606,1.3915,0.0018325,0.0018325,0.0018325
168,0.59496,0.29732,0.95501,0.95326,0.93031,0.972,0.75714,0.95448,0.42667,1.3933,0.001783,0.001783,0.001783
169,0.59041,0.29689,0.95735,0.94282,0.94424,0.9729,0.75495,0.95501,0.42608,1.3946,0.0017335,0.0017335,0.0017335
170,0.58528,0.29218,0.95167,0.94807,0.93576,0.97097,0.75494,0.95351,0.42683,1.3984,0.001684,0.001684,0.001684
171,0.58681,0.29555,0.9535,0.958,0.93324,0.97347,0.75823,0.95185,0.42844,1.3979,0.0016345,0.0016345,0.0016345
172,0.57827,0.29121,0.94999,0.94896,0.93625,0.97382,0.75557,0.95274,0.4259,1.3977,0.001585,0.001585,0.001585
173,0.57834,0.28961,0.94609,0.9515,0.9321,0.97342,0.75936,0.9543,0.42553,1.4033,0.0015355,0.0015355,0.0015355
174,0.57498,0.29239,0.94926,0.94907,0.9348,0.97191,0.75777,0.95013,0.42839,1.3963,0.001486,0.001486,0.001486
175,0.56509,0.28748,0.942,0.94753,0.93383,0.97327,0.7593,0.94968,0.42661,1.4022,0.0014365,0.0014365,0.0014365
176,0.56639,0.28857,0.94668,0.95135,0.9366,0.9744,0.76163,0.94914,0.42519,1.4094,0.001387,0.001387,0.001387
177,0.55831,0.2867,0.94471,0.94693,0.93615,0.97365,0.7611,0.94503,0.42463,1.4057,0.0013375,0.0013375,0.0013375
178,0.55779,0.28302,0.94567,0.95201,0.93525,0.97394,0.76167,0.94463,0.42217,1.4022,0.001288,0.001288,0.001288
179,0.56022,0.28582,0.9419,0.95345,0.93435,0.97394,0.76043,0.9479,0.4236,1.4064,0.0012385,0.0012385,0.0012385
180,0.55614,0.28527,0.94364,0.94944,0.9402,0.97359,0.75959,0.94709,0.42379,1.4088,0.001189,0.001189,0.001189
181,0.55177,0.27881,0.93903,0.95273,0.93337,0.97318,0.7602,0.94304,0.42869,1.4085,0.0011395,0.0011395,0.0011395
182,0.5532,0.28369,0.94415,0.94488,0.9403,0.97269,0.76018,0.94257,0.42974,1.4097,0.00109,0.00109,0.00109
183,0.54157,0.27727,0.9354,0.95293,0.92896,0.97249,0.76027,0.93872,0.43001,1.4052,0.0010405,0.0010405,0.0010405
184,0.54774,0.28015,0.93811,0.94984,0.9365,0.97274,0.75857,0.93776,0.4228,1.4049,0.000991,0.000991,0.000991
185,0.55062,0.28422,0.94502,0.94728,0.9393,0.97234,0.76021,0.93926,0.42657,1.4052,0.0009415,0.0009415,0.0009415
186,0.53924,0.27911,0.93371,0.96475,0.92284,0.97294,0.76319,0.93562,0.42442,1.4064,0.000892,0.000892,0.000892
187,0.53415,0.27479,0.92972,0.95024,0.93589,0.97389,0.76252,0.93698,0.42277,1.4082,0.0008425,0.0008425,0.0008425
188,0.53667,0.27599,0.93784,0.95095,0.93281,0.97369,0.7612,0.93708,0.42082,1.4078,0.000793,0.000793,0.000793
189,0.53156,0.27482,0.93161,0.94869,0.93942,0.97302,0.7619,0.93783,0.42339,1.4114,0.0007435,0.0007435,0.0007435
190,0.52756,0.272,0.92617,0.94411,0.94559,0.97416,0.76388,0.93813,0.42232,1.4113,0.000694,0.000694,0.000694
191,0.49334,0.24873,0.92084,0.94205,0.94514,0.97187,0.75889,0.94276,0.4298,1.4182,0.0006445,0.0006445,0.0006445
192,0.46164,0.23712,0.90679,0.95416,0.9357,0.97209,0.76036,0.94155,0.42829,1.4189,0.000595,0.000595,0.000595
193,0.44848,0.23302,0.90145,0.94795,0.94165,0.97285,0.76277,0.94097,0.42938,1.4229,0.0005455,0.0005455,0.0005455
